"District/LEA","District #","School","School #","Private","Charter","T-I Prev.","T-I Curr.","Grades","Address","City","Zip","Map","Link","Stats","Phone","Fax","Chartered By","Opened","Closed","Principal/Director","Principal Name","Principal Email"
"Box Elder District","03","Golden Spike Elementary","115","Public","","","","Pre - 5","730 East 300 North","BRIGHAM CITY","84302","geo:41.51723,-112.00467","www.goldenspike.besd.net","https://datagateway.schools.utah.gov/Schools/03115","435-515-5500","","","2022","","Principal","Shaylyn Ekins","shaylyn.ekins@besd.net"
"Box Elder District","03","Grouse Creek School","140","Public","","","","K - 6","76785 W 11900 N POBOX 16","GROUSE CREEK","84313","geo:41.709732,-113.883462","http://www.grousecreek.besd.net/","https://datagateway.schools.utah.gov/Schools/03140","435-515-5211","435-747-7182","","1912","","Director","Melissa Morris","melissa.morris@besd.net"
"Box Elder District","03","Lake View School","150","Public","","Title I","Title I","K - 5","851 S 200 W","BRIGHAM CITY","84302","geo:41.49399,-112.018521","http://www.lakeview.besd.net/","https://datagateway.schools.utah.gov/Schools/03150","435-734-4922","435-734-4924","","1962","","Principal","Austin Storey","austin.storey@besd.net"
"Box Elder District","03","McKinley School","164","Public","","Title I","Title I","K - 5","120 W 500 S","TREMONTON","84337","geo:41.705856,-112.168219","http://www.mckinley.besd.net/","https://datagateway.schools.utah.gov/Schools/03164","435-515-4141","435-257-2593","","1972","","Principal","Kristi Capener","kristi.capener@besd.net"
"Box Elder District","03","North Park School","167","Public","","Title I","Title I","K - 5","50 E 700 N","TREMONTON","84337","geo:41.721249,-112.165894","http://www.northpark.besd.net/","https://datagateway.schools.utah.gov/Schools/03167","435-515-5080","435-257-2583","","1962","","Principal","Heather Godfrey","heather.godfrey@besd.net"
"Box Elder District","03","Out of State School","250","Public","","","","K - 6","OUT-OF-STATE","IDAHO","XXXXX","geo:0,0","","https://datagateway.schools.utah.gov/Schools/03250","","","","2002","","Principal","",""
"Box Elder District","03","Park Valley School","168","Public","","","","K - 6","788 EDUCATION DR","PARK VALLEY","84329","geo:41.821411,-113.330474","http://www.parkvalley.besd.net/index.php","https://datagateway.schools.utah.gov/Schools/03168","435-515-4400","435-871-4444","","1983","","Director","Melissa Morris","melissa.morris@besd.net"
"Box Elder District","03","Snowville School","188","Public","","","","K - 5","160 N STONE RD","SNOWVILLE","84336","geo:41.968954,-112.709763","http://www.snowville.besd.net/","https://datagateway.schools.utah.gov/Schools/03188","435-515-5070","435-872-2772","","1912","","Director","Melissa Morris","melissa.morris@besd.net"
"Box Elder District","03","Three Mile Creek School","172","Public","","","","2 - 5","2625 S 1050 W","PERRY","84302","geo:41.461679,-112.039899","http://www.threemilecreek.besd.net/","https://datagateway.schools.utah.gov/Schools/03172","435-734-4930","435-734-4932","","1912","","Principal","Teryl Jeffs","teryl.jeffs@besd.net"
"Box Elder District","03","Willard School","200","Public","","","","K - 1","40 W 50 S","WILLARD","84340","geo:41.408495,-112.037128","http://www.willard.besd.net/","https://datagateway.schools.utah.gov/Schools/03200","435-734-4934","435-734-4936","","1902","","Principal","Tawnie Bowcutt","tawnie.bowcutt@besd.net"
"BreakOut School","BS","BreakOut School","901","Private","","","","4 - 8","1088 W North Star Circle","LAYTON","84041","geo:40.35871,-111.77354","www.breakoutschools.org","","801-393-6248","","","2020","","Administrator","","breakout@breakout.org"
"Bridge Elementary School","3M","Bridge Elementary School","100","Public","Charter","Title I","Title I","K - 6","4824 S Midland Dr","ROY","84067","geo:41.1758,-112.06633","","https://datagateway.schools.utah.gov/Schools/3M100","801-499-5180","","State Charter School Board (SCSB)","2020","","Principal","Janey Stoddard","janey@bridgecharter.org"
"C.S. Lewis Academy","3E","C.S. Lewis Academy","100","Public","Charter","Title I","Title I","K - 6","354 N SR-198","SANTAQUIN","84655","geo:39.981667,-111.766527","http://www.cslewisacademy.net/","https://datagateway.schools.utah.gov/Schools/3E100","801-754-3376","801-754-3102","State Charter School Board (SCSB)","2007","","Director","Devin Leavitt","dleavitt@cslewisacademy.net"
"Cache District","04","Birch Creek School","106","Public","","Title I","Title I","Pre - 6","675 W 220 N","SMITHFIELD","84335","geo:41.842084,-111.852014","http://www.ccsdut.org/Birchcreek.cfm","https://datagateway.schools.utah.gov/Schools/04106","435-792-7692","435-792-7694","","2010","","Principal","Trudy Wilson","trudy.wilson@ccsdut.org"
"Cache District","04","Canyon School","109","Public","","Title I","Title I","Pre - 6","270 S 1300 E","HYRUM","84319","geo:41.62936,-111.819993","http://www.ccsdut.org/Canyon.cfm","https://datagateway.schools.utah.gov/Schools/04109","435-792-7684","435-792-7686","","2005","","Principal","Holly Marie Corbridge","holly.corbridge@ccsdut.org"
"Cache District","04","Cedar Ridge School","111","Public","","","","K - 6","65 N 200 W","HYDE PARK","84318","geo:41.80089,-111.825234","","https://datagateway.schools.utah.gov/Schools/04111","435-563-6229","435-563-3915","","2017","","Principal","Amy L. Bassett","amy.bassett@ccsdut.org"
"Cache District","04","Greenville School","118","Public","","Title I","Title I","Pre - 6","2450 N 400 E","NORTH LOGAN","84341","geo:41.776954,-111.821963","http://www.ccsdut.org/Greenville.cfm","https://datagateway.schools.utah.gov/Schools/04118","435-750-7888","435-755-0112","","1994","","Principal","Dee Downs","dee.downs@ccsdut.org"
"Cache District","04","Heritage School","120","Public","","","","Pre - 6","925 W 3200 S","NIBLEY","84321","geo:41.675825,-111.856046","http://www.ccsdut.org/Heritage.cfm","https://datagateway.schools.utah.gov/Schools/04120","435-792-7696","435-792-7698","","2010","","Principal","Lance Robins","lance.robins@ccsdut.org"
"Cache District","04","Lewiston School","124","Public","","Title I","Title I","Pre - 6","181 S 200 E","LEWISTON","84320","geo:41.9721964,-111.8533951","http://www.ccsdut.org/Lewiston.cfm","https://datagateway.schools.utah.gov/Schools/04124","435-258-2923","435-258-2707","","1939","","Principal","Troy Pugmire","troy.pugmire@ccsdut.org"
"Cache District","04","Lincoln School","128","Public","","Title I","Title I","K - 6","90 S CENTER","HYRUM","84319","geo:41.632526,-111.855857","http://www.ccsdut.org/Lincoln.cfm","https://datagateway.schools.utah.gov/Schools/04128","435-245-6442","435-245-4411","","1964","","Principal","Audrey Wiberg McKell","audrey.mckell@ccsdut.org"
"Cache District","04","Millville School","132","Public","","","","Pre - 6","67 S MAIN P O BOX 230","MILLVILLE","84326","geo:41.680628,-111.824218","http://www.ccsdut.org/Millville.cfm","https://datagateway.schools.utah.gov/Schools/04132","435-752-7162","435-755-5758","","1939","","Principal","Paula Hull","paula.hull@ccsdut.org"
"Cache District","04","Mountainside School","130","Public","","","","Pre - 6","235 E 125 N","MENDON","84325","geo:41.710981,-111.970393","http://www.ccsdut.org/Mountainside.cfm","https://datagateway.schools.utah.gov/Schools/04130","435-792-7688","435-792-7690","","2008","","Principal","Cameron Donn Amott","Cameron.amott@ccsdut.org"
"Cache District","04","Nibley School","140","Public","","","","Pre - 6","2545 S 660 W","NIBLEY","84321","geo:41.686504,-111.849867","http://www.ccsdut.org/Nibley.cfm","https://datagateway.schools.utah.gov/Schools/04140","435-792-7676","","","1999","","Principal","Cynthia King","cindy.king@ccsdut.org"
"Cache District","04","North Park School","144","Public","","","","Pre - 6","2800 N 800 E","NORTH LOGAN","84341","geo:41.783311,-111.812299","http://www.ccsdut.org/NorthPark.cfm","https://datagateway.schools.utah.gov/Schools/04144","435-752-5121","435-752-5019","","1965","","Principal","Jullie Marie Payne","jullie.payne@ccsdut.org"
"Cache District","04","Providence School","156","Public","","","","K - 6","91 E CENTER","PROVIDENCE","84332","geo:41.708293,-111.815887","http://www.ccsdut.org/Providence.cfm","https://datagateway.schools.utah.gov/Schools/04156","435-752-6010","435-753-1937","","1938","","Principal","Jeffrey Keck","jeff.keck@ccsdut.org"
"Cache District","04","River Heights School","160","Public","","","","Pre - 6","780 E 600 S","LOGAN","84321","geo:41.72061,-111.817247","http://www.ccsdut.org/RiverHeights.cfm","https://datagateway.schools.utah.gov/Schools/04160","435-753-4948","435-753-4973","","1983","","Principal","Stacie Williamson","stacie.williamson@ccsdut.org"
"Cache District","04","Summit School","164","Public","","Title I","Title I","Pre - 6","80 W CENTER","SMITHFIELD","84335","geo:41.836543,-111.834194","http://www.ccsdut.org/Summit.cfm","https://datagateway.schools.utah.gov/Schools/04164","435-563-6269","435-563-6422","","1923","","Principal","Aimee S. McNeil","aimee.mcneil@ccsdut.org"
"Cache District","04","Sunrise School","166","Public","","","","K - 6","225 S 455 E","SMITHFIELD","84335","geo:41.831537,-111.821009","http://www.ccsdut.org/Sunrise.cfm","https://datagateway.schools.utah.gov/Schools/04166","435-563-3866","435-563-5738","","1994","","Principal","Shellie Jo Healy","shellie.healy@ccsdut.org"
"Cache District","04","Wellsville School","170","Public","","","","K - 6","525 N. 200 W.","WELLSVILLE","84339","geo:41.6489756,-111.9415014","http://www.ccsdut.org/Wellsville.cfm?subpage=28","https://datagateway.schools.utah.gov/Schools/04170","435-245-3764","435-245-4586","","1938","","Principal","Glen Harris","glen.harris@ccsdut.org"
"Cache District","04","White Pine School","152","Public","","","Title I","Pre - 6","184 W 100 N","RICHMOND","84333","geo:41.926339,-111.81308","","https://datagateway.schools.utah.gov/Schools/04152","435-258-2344","435-258-5202","","1939","","Principal","Joseph Johnson","joseph.johnson@ccsdut.org"
"Cache Valley Learning Center","MR","Cache Valley Learning Center","901","Private","","","","K - 8","75 S 400 W","LOGAN","84321","geo:41.730152,-111.845523","","","801-581-0194","801-581-0193","","2007","","Principal","",""
"Canyon Grove Academy","5G","Canyon Grove Academy","100","Public","Charter","","","K - 12","588 W 3300 N","PLEASANT GROVE","84062","geo:40.399474,-111.750592","http://www.canyongrove.com","https://datagateway.schools.utah.gov/Schools/5G100","801-785-9300","801-785-8997","State Charter School Board (SCSB)","2010","","Superintendent","Kim Goates","kim.goates@canyongrove.com"
"Canyon Rim Academy","9D","Canyon Rim Academy","100","Public","Charter","","","K - 6","3005 S 2900 E","SALT LAKE CITY","84109","geo:40.706027,-111.810022","http://www.canyonrimacademy.org","https://datagateway.schools.utah.gov/Schools/9D100","801-474-2066","801-474-2085","State Charter School Board (SCSB)","2007","","Principal","Colleen Mitchell","cmitchell@canyonrimacademy.org"
"Canyon School for the Arts","ND","Canyon School for the Arts","901","Private","","","","K - 8","1897 NORTH 135 WEST","OREM","84057","geo:40.331886,-111.699526","","","801-225-5065","","","2008","","Principal","",""
"Canyons District","42","Alta View School","104","Public","","","","K - 5","917 E LARKSPUR DR","SANDY","84094","geo:40.56368,-111.865942","http://altaview.canyonsdistrict.org/","https://datagateway.schools.utah.gov/Schools/42104","801-826-7600","801-826-7601","","2009","","Principal","Scott Jameson","

scott.jameson@canyonsdistrict.org

"
"Canyons District","42","Altara School","103","Public","","","","K - 5","800 E 11000 S","SANDY","84094","geo:40.550782,-111.868793","http://altara.canyonsdistrict.org/","https://datagateway.schools.utah.gov/Schools/42103","801-826-7675","801-826-7676","","2009","","Principal","Julie Fielding","Julie.Fielding@canyonsdistrict.org"
"Canyons District","42","Bella Vista School","106","Public","","","","K - 5","2131 E 7000 S","Salt Lake City","84121","geo:40.625175,-111.829806","http://bellavista.canyonsdistrict.org/","https://datagateway.schools.utah.gov/Schools/42106","801-826-7825","801-826-7826","","2009","","Principal","Barbra Winder","Barbra.Winder@canyonsdistrict.org"
"Canyons District","42","Brookwood School","107","Public","","","","K - 5","8640 S SNOWBIRD DR","SANDY","84093","geo:40.594172,-111.820617","http://brookwood.canyonsdistrict.org/","https://datagateway.schools.utah.gov/Schools/42107","801-826-7900","801-826-7901","","2009","","Principal","Corrie Barrett","corrie.barrett@canyonsdistrict.org"
"Canyons District","42","Butler School","108","Public","","","","K - 5","2700 E 7000 S","SALT LAKE CITY","84121","geo:40.623271,-111.816011","http://butler.canyonsdistrict.org/","https://datagateway.schools.utah.gov/Schools/42108","801-826-7975","801-826-7916","","2009","","Principal","Tracy Stacy","Tracy.Stacy@canyonsdistrict.org"
"Canyons District","42","Canyon View School","110","Public","","","","K - 5","3050 E 7800 S","Salt Lake City","84121","geo:40.608779,-111.806487","http://canyonview.canyonsdistrict.org/","https://datagateway.schools.utah.gov/Schools/42110","801-826-8050","801-826-8051","","2009","","Principal","Shawn Walker","Shawn.Walker@canyonsdistrict.org"
"Canyons District","42","Canyons Online","477","Public","","","","K - 8","9361 S. 300 East","SANDY","84070","geo:40.5814,-111.88114","https://canysonsonline.canysonsdistrict.org/","https://datagateway.schools.utah.gov/Schools/42477","801-826-5461","","","2021","","Principal","","eric.taylor@canyonsdistrict.org"
"Canyons District","42","Copperview School","112","Public","","Title I","Title I","K - 5","8449 S 150 W","MIDVALE","84047","geo:40.597753,-111.8949","http://copperview.canyonsdistrict.org/","https://datagateway.schools.utah.gov/Schools/42112","801-826-8125","801-826-8126","","2009","","Principal","Daniel Ashbridge","daniel.ashbridge@canyonsdistrict.org"
"Canyons District","42","Crescent School","116","Public","","","","K - 5","11100 S 230 E","SANDY","84070","geo:40.549559,-111.885587","http://crescent.canyonsdistrict.org/","https://datagateway.schools.utah.gov/Schools/42116","801-826-8200","801-826-8201","","2009","","Principal","Kierstin Draper","Kierstin.Draper@canyonsdistrict.org"
"Canyons District","42","Draper School","120","Public","","","","K - 5","1080 E 12660 S","DRAPER","84020","geo:40.520741,-111.86102","http://draper.canyonsdistrict.org/","https://datagateway.schools.utah.gov/Schools/42120","801-826-8275","801-826-8276","","2009","","Principal","Ronnie Mulqueen","ronnie.mulqueen@canyonsdistrict.org"
"Canyons District","42","East Midvale School","122","Public","","Title I","Title I","K - 5","6990 S 300 E","MIDVALE","84047","geo:40.624986,-111.882987","http://eastmidvale.canyonsdistrict.org/","https://datagateway.schools.utah.gov/Schools/42122","801-826-8350","801-826-8351","","2009","","Principal","Amy Sandgren","amy.sandgren@canyonsdistrict.org"
"Canyons District","42","East Sandy School","123","Public","","","","K - 5","8295 S 870 E","SANDY","84094","geo:40.600422,-111.866179","http://eastsandy.canyonsdistrict.org/","https://datagateway.schools.utah.gov/Schools/42123","801-826-8425","801-826-8426","","2009","","Principal","Deidre Walbeck","DEIDRE.WALBECK@canyonsdistrict.org"
